Country Name,ccode,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Latin America & Caribbean (excluding high income),lac,3517.7237353629,4002.8336415167,4803.4501029766,5568.119192552,6528.4040258358,7548.3493364855,6994.710049461,8608.4350963049,9682.9949597072,9630.4666593362,9743.7924424385,9670.8416382922
Latin America & the Caribbean (IDA & IBRD countries),tla,3581.699060598,4101.2724356148,4932.5677248319,5725.6199893945,6700.3053671827,7728.6498726661,7151.4830535559,8825.9033998688,9942.7356249826,9908.3465631875,10038.1122850097,9926.7499228816
Latvia,lva,5134.9056939727,6351.0801254716,7558.7420062292,9667.9757000802,14044.0158891923,16348.53120679,12219.3737898048,11329.8951237997,13798.2052012707,13799.2448781987,15033.1529496571,15710.1677090724
Least developed countries: UN classification,ldc,337.5783232192,380.5710726843,438.8603749359,501.859864858,597.692199964,730.4261995229,719.7280429491,797.9438643483,889.106797625,921.1670741132,972.1088475757,1024.4355117955
Lebanon,lbn,5425.6690703017,5424.2179439643,5339.4238804311,5372.4750564404,6015.8021288014,7015.6051778668,8403.1093160567,8763.7959641655,8728.5659118114,8773.9319564481,8388.973293017,8148.6391668339
Lesotho,lso,609.7779392004,790.3783766356,873.5655336307,927.724499013,933.387851566,951.1646280336,939.5069662797,1189.7761514595,1375.1964566704,1295.9600911345,1199.8741064932,1203.6958928922
Liberia,lbr,133.1531498082,149.0590939079,168.2067266787,178.4531393841,209.8116108709,231.4432220589,302.2760707974,326.6044381113,378.8140624487,414.1851554417,453.3394570454,457.8585865203
Liechtenstein,lie,89550.6363231786,99926.6014627854,104994.018301942,113833.96239752,129866.48886035,142253.378237295,125112.465676776,140102.72571645,157100.404452404,148297.392967427,172563.064088544,178713.227991851
Lithuania,ltu,5505.5356688311,6706.9669984393,7863.1620086517,9240.6425479744,12297.9153480396,14961.5681759187,11837.3910271086,11988.757967609,14372.8268712539,14348.3393561016,15709.886485526,16555.6465218983
Low & middle income,lmy,1316.3774693776,1540.0575779901,1810.0161153802,2122.0940657415,2591.3956654353,3072.8026108552,2962.523411547,3573.6973536053,4167.9244280403,4365.7679847406,4572.0589216465,4664.6441998167
Low income,lic,263.6448740587,292.6608596752,328.8904171584,355.0417153994,412.0423157717,482.9620763231,493.2865630713,519.309847415,569.3386209411,596.1892785157,625.2380319093,653.8606259628
Lower middle income,lmc,678.0644841929,761.4287411948,860.5658354511,1003.1677775526,1198.7728396441,1319.6279697398,1335.827503064,1669.8156581317,1856.4069009971,1913.9769538494,1967.5771835709,2041.2258102491
Luxembourg,lux,64669.9697094182,74971.0408366682,79494.1795325237,88680.2619176045,104841.412252346,112851.60397505,101221.726275735,104367.426827438,114927.697126671,106247.735738139,113266.110735667,117507.808592642
"Macao SAR, China",mac,18180.6390209133,23083.4001641707,25829.9909971361,30829.265352832,37200.1089835966,41235.0275951692,41187.7920414883,52604.3271347173,67150.2767545254,77145.0395041344,90746.10886213,96074.8369597196
"Macedonia, FYR",mkd,2431.83677608,2787.773056349,3063.5954258157,3351.3025901849,4063.7459398208,4821.5405747127,4566.3413322114,4561.1775464492,5079.9620789636,4709.5116277774,5219.5356810185,5453.2812751277
Madagascar,mdg,317.4220231481,245.6704573167,275.5158270961,292.9908930587,379.0672519752,472.3791007953,417.1783091928,414.1427872187,456.3293071343,444.9584937511,462.4600105356,452.8103949291
Malawi,mwi,265.4293545143,280.177358673,286.7851511285,304.9041640207,328.2970521868,382.685389112,432.3624092331,471.0587532427,524.309104924,380.9185150914,335.5235807038,362.6930682685
Malaysia,mys,4431.2394550148,4924.5858520004,5564.1732305015,6194.6719054165,7240.6819666796,8486.5993327354,7312.0083136334,9069.0307165089,10427.7560500121,10834.6590783671,10971.4155835989,11305.9000976846
Maldives,mdv,3432.2478412829,3853.3334084535,3488.4937694704,4428.5228978979,5002.8622851003,5828.6213743094,5970.1605902778,6330.7949804155,6497.5504427467,6541.0704649927,7112.3357500955,7716.2040154613
Mali,mli,389.0773607264,436.4358059114,484.8106142995,518.3944292052,592.0169224551,685.5477913042,692.8426782577,704.0646208867,829.8492312767,772.2499216732,772.2501094828,819.6212972427
Malta,mlt,13689.989987991,15109.0549683959,15835.3466687883,16671.5671992638,19375.569601363,21928.7006740562,20675.5825862064,21087.7946931036,22957.4118568356,22081.6016294634,24056.6124464852,25125.0956185779
Marshall Islands,mhl,2434.7615849564,2517.6940507739,2645.9814053556,2758.3832565284,2893.4248554046,2927.9621740203,2917.2072671706,3142.4294758825,3286.4788138259,3513.9622094081,3618.2312527199,3461.6450960914
Mauritania,mrt,525.4587743116,598.2105478701,692.5759653987,937.9827017149,1008.5547052373,1180.5495140793,1045.7904085227,1207.8274575037,1402.6691286039,1385.0046817782,1457.836387254,1370.9852124851
Mauritius,mus,4623.3476417456,5229.876738231,5116.0454238396,5695.9693270493,6574.6543381149,8030.063005373,7318.1264097242,8000.3764318215,9197.0269715206,9291.227618619,9637.0026500096,10153.9382184867
Mexico,mex,6673.1667001078,7115.1217687272,7893.9621974497,8666.3353533106,9222.8839905821,9578.5705620704,7661.2084045474,8861.493719991,9730.277761437,9720.5616741291,10198.6472993047,10353.4479828794
"Micronesia, Fed. Sts.",fsm,2293.579613541,2247.8376730002,2352.6394094051,2393.9364118092,2435.1998477351,2501.5276820584,2669.3750541068,2838.4485470811,2998.6421972245,3147.6795857645,3044.0772093561,3057.0912306332
Middle East & North Africa,mea,3261.8822353328,3720.6721026893,4394.5774439352,5038.656989628,5839.0086974307,7141.9102618838,6232.3564721435,7114.3604590427,8355.4608605292,8752.057572886,8711.7967752478,8491.7269235379
Middle East & North Africa (excluding high income),mna,1744.0937150609,1963.8718489156,2276.7140392573,2599.0559119632,3146.3687515194,3826.5202932906,3617.5951949071,4104.9695847742,4667.0684668592,4839.2827376009,4666.7300290994,4400.021021394
Middle East & North Africa (IDA & IBRD countries),tmn,1749.4175355421,1970.831347446,2285.9070880717,2612.0901082284,3164.1789322708,3849.1274727913,3636.6831988542,4125.5107288472,4690.637102407,4863.6760376154,4686.5913858583,4417.1278406244
Middle income,mic,1417.8165193231,1661.9694648075,1956.8774990504,2299.7121014669,2813.6775916133,3341.0788220731,3222.4856318728,3899.9551831822,4558.275815031,4781.2653867457,5014.1034751389,5121.0584914682
Moldova,mda,548.2896866905,720.9409320721,831.2052862106,950.6482043627,1230.4346847203,1695.9728111438,1525.5261188276,1631.5358317953,1970.5713725334,2046.5367866511,2243.979662444,2244.7637624833
Mongolia,mng,646.1191901255,797.9051718687,998.8222717559,1334.4056738732,1633.3843815696,2138.3766793458,1717.0731367761,2650.3468197905,3772.9316467521,4377.2388701044,4400.6145146035,4201.7377217565
Montenegro,mne,2789.0815815388,3380.1995346968,3674.5265295146,4383.595097082,5956.8195601029,7326.0254028084,6697.7072403889,6681.9271483604,7319.1494070848,6586.8038396423,7186.8135923354,7378.0422707461
Morocco,mar,1724.5250790682,1955.1419307888,2023.2529965223,2204.2583511589,2510.9839592147,2905.9526796474,2883.8506774115,2857.6734140278,3066.5031577577,2931.4001995337,3141.7253727906,3186.6087596043
Mozambique,moz,280.8725682763,332.8829119532,365.5968499197,382.3779583218,418.9129863554,499.8870858182,461.4252186979,417.5012315332,524.8914529413,593.2193070951,605.2344447224,623.1979366254
Myanmar,mmr,212.9540796253,213.1256100817,239.8128119056,288.0030327899,398.0857911302,624.3886019127,718.4422610947,957.6247442321,1150.6350729012,1136.7863679796,1134.9284427289,1227.1372167517
Namibia,nam,2489.8939462246,3298.9016504906,3582.2598203477,3884.6468337472,4195.9363933353,4011.3011688847,4123.9399972969,5143.1306757925,5539.6151596693,5679.8818747685,5417.8003135892,5349.4476755648
Nepal,npl,254.5538040099,288.6697669517,318.7480617054,350.6084650142,396.1697727924,476.5565582354,483.4034114547,595.42751983,693.5503705151,698.409889741,696.7326839641,703.1825707166
Netherlands,nld,35245.1640746805,39954.6422157907,41577.1600883755,44453.9711946212,51241.3156170166,56928.8204756806,51900.3400948453,50341.251919716,53537.2751512189,49474.705606422,51574.489418462,52157.4068701887
New Zealand,nzl,21913.7081719961,25420.234882944,27750.8951531221,26670.8645228341,32509.7347119416,31287.6136423777,28200.9419253104,33692.1695969513,38426.695330151,40066.5648004195,42928.0963291754,44380.426584212
Nicaragua,nic,1015.5658950617,1091.5051566246,1175.116443418,1245.1420993579,1350.5872223394,1517.8036109063,1478.9713892993,1523.4814688214,1679.7482001572,1776.2092435787,1829.0249891809,1960.4909077131
Niger,ner,218.0471229696,234.9104278657,252.5046154867,260.5637700083,295.3931987199,358.1914055305,344.3756411101,351.0062183468,378.200546574,393.6434230449,417.6703093047,431.3816821379
Nigeria,nga,510.2960978329,645.7639926653,804.006199304,1014.7347416177,1131.1476946253,1376.8574487829,1091.9685272245,2302.8287089281,2495.6065939989,2716.7159277626,2943.5658339096,3080.3172702788
North America,nac,38550.0798996021,40948.2341842791,43514.0819225872,45849.0408211219,47723.7274691787,48232.3100078821,46394.3848463695,48289.7175885726,50016.9594400288,51545.3001765107,52722.4007597299,54134.9225333391
Northern Mariana Islands,mnp,18338.7111097954,18293.6969898553,16482.321506245,15907.4475777296,15687.9797962904,16375.1460509565,14382.372096389,14834.7567768288,13769.3954991171,14086.3563041603,14479.5708106703,15327.9184466731
Norway,nor,50111.6544494522,57570.2691601943,66775.3943971756,74114.697150083,85128.6575906714,96880.5096146393,80017.7768095085,87646.2700974708,100575.117263444,101563.702677597,102910.435039364,97005.4985619729
OECD members,oed,26798.4106500073,29618.5493753349,31082.3653859428,32527.5648670701,35289.065592589,37059.2364794463,34424.9726057601,35821.8723215084,38274.6518421735,37931.3962864639,38098.6972620793,38566.2717108913
Oman,omn,9070.4946985076,10115.0436104014,12398.5943454954,14575.1603991844,16225.6599871528,22963.3781637315,17518.8333143066,19920.6495686354,21164.3357574377,21631.8909559845,20204.9295362935,19129.8442238053
Other small states,oss,5500.9103452153,6688.3776101809,7940.9917649799,9112.5746578425,10872.1472461366,12954.4440568722,10853.4102224675,12336.7233968867,14925.0192030532,15280.2689021227,15614.9349397528,15793.7702737161
Pacific island small states,pss,2052.2232767849,2345.2056533637,2546.7805341982,2641.7119551553,2870.649934749,3032.0658648382,2657.314176722,2901.3651601165,3397.6894534675,3576.5716963014,3643.0016329988,3775.0284460036
Pakistan,pak,565.3238448029,652.0202130187,714.0368100028,876.9511088541,953.7956859753,1042.8017054166,1009.7993193028,1043.3002050381,1229.8488287602,1264.9009091421,1276.0924479186,1320.5535498178
Palau,plw,8116.7512690355,8851.3001767231,9710.1522077661,9729.1625024985,9742.5191370912,9793.8399169427,9162.4066063704,8978.9936492428,9701.0579442881,10319.9074966275,10932.6449639084,11892.6861639096
Panama,pan,4276.0137991182,4604.4688207771,4933.0849849711,5369.580980983,6095.2804183809,7008.9882495651,7471.3413858118,7987.0603722242,9335.6916171912,10672.3589547222,11786.633173101,12712.4313236227
Papua New Guinea,png,610.2002910919,661.125039041,799.4164059234,886.4202669456,992.6737493163,1223.2029780024,1210.8717231987,1418.9235906922,1838.6991986867,2151.2102765496,2108.8316426359,2268.172539443
Paraguay,pry,1174.7797654949,1408.5274825574,1507.1459510857,1809.7102314292,2312.1925382242,3059.9850992135,2599.592016272,3225.5917537364,3988.0245666852,3855.5721854618,4479.9550521734,4712.8702053641
Peru,per,2180.2510775819,2448.1444375908,2754.7804280968,3171.4964674275,3611.2048543336,4208.8680186362,4166.0853424169,5021.2493735929,5770.3277776756,6386.374448507,6580.9790526729,6490.1811897569
Philippines,phl,1011.2866443898,1080.0861840208,1196.5398492383,1395.2126330001,1678.8519884121,1929.1328970269,1836.8741202308,2145.2400070734,2371.8535366282,2604.655996837,2786.0147008613,2873.0881888425
Poland,pol,5693.5241601857,6681.178817812,8021.2515691549,9040.7702056187,11260.3185156411,14001.4468819804,11527.5932279825,12599.5248642681,13893.4117186252,13145.1048415824,13780.5491146258,14341.8599344653
Portugal,prt,15772.7333950542,18045.5880994833,18784.9484992149,19821.4446268632,22780.0584505513,24815.6088356622,23063.9716141302,22539.9960076117,23194.7409567701,20577.4026375899,21618.7353389663,22077.5361325219
Post-demographic dividend,pst,29413.0516409582,32514.6003474831,34047.5944495599,35617.9390518069,38628.728688971,40562.517934151,37992.0871868531,39433.2627716251,42208.5273303115,41959.072036705,42122.3522804052,42704.7299369282
Pre-demographic dividend,pre,455.2317032052,536.1388308195,645.4766654995,783.1554427952,931.7376877636,1155.5056499888,1017.4298788108,1366.083860531,1534.5366102647,1638.6007149383,1739.392229396,1795.1048108763
Puerto Rico,pri,19820.2072870642,20988.9923326534,21959.3227075956,22935.9411493385,23664.8823530538,24898.3388400438,25768.7360476525,26435.7330836866,27278.8452337977,27811.5557986588,28703.7323699256,28703.7323699256
Qatar,qat,35221.5264325297,43346.8642555975,53207.3336473736,61593.6729672606,67612.4940409837,82990.0709631041,61463.9035819678,70870.2265835221,88050.8118217893,92692.6433122033,94574.2550534469,94944.0855935367
Romania,rou,2774.9558064905,3552.9245198174,4676.3151832595,5828.7456623012,8214.1853781018,10136.4735592475,8220.1083289951,8297.4836207238,9200.2778247049,8558.3976056224,9585.2665926465,10020.2773322992
Russian Federation,rus,2975.1327783493,4102.3722935488,5323.4738765559,6920.1943978361,9101.2530848044,11635.26037297,8562.809598424,10674.987707365,14227.72143741,15042.1916377421,15552.0509880404,14051.599123979
Rwanda,rwa,212.512045918,236.6292038149,286.5674903814,336.9422810401,398.2084858803,491.9404166077,529.5965561776,553.5974576107,606.9028863997,667.4145823344,678.9981669441,697.6265012737
Samoa,wsm,1907.048404568,2350.862872129,2587.5240001587,2793.5431199908,3130.3525975232,3375.8216396604,3165.7066606056,3530.5739943532,4065.9559198279,4257.3057285415,4179.5976810365,4172.2171003766
Sao Tome and Principe,stp,658.2801398621,703.6625567135,824.0121598408,858.5878309725,911.0570120221,1149.308773751,1123.3583879432,1155.5129514541,1335.3499229706,1415.0319193049,1660.9031925836,1870.0210254153
Saudi Arabia,sau,9186.3103884354,10756.0162185009,13273.6534986384,14826.9166983811,15947.4057864239,19436.8571597589,15655.0833675338,18753.9812332079,23256.0956126438,24883.1897146534,24646.0208730264,24406.4764554706
Senegal,sen,642.6259945453,732.3181055903,772.6524453737,808.2884238566,948.5067591839,1093.7162746357,1015.1082205179,996.7074883111,1074.4943263295,1030.0445102413,1041.167179326,1041.71746059
Serbia,srb,2832.4906523085,3331.228765606,3528.1310077579,4129.7587410283,5458.1217184217,6701.7739127801,5821.3053970568,5411.8774039191,6423.2917833458,5659.3802040369,6353.8263827933,6200.1732210247
Seychelles,syc,8524.9612355778,10176.6587120064,11092.5107357824,12014.3998729502,12154.8299372808,11122.8620677142,9706.9560596396,10804.6844747547,12189.0951601357,12845.17363161,15687.3479494868,15570.7789222605
Sierra Leone,sle,295.0797750752,293.854506622,320.995366803,359.5337138352,400.3809370649,453.7363655061,440.9244596818,453.0220407258,497.9848698011,629.118623157,796.3190606866,794.0870820471
Singapore,sgp,23573.6280388506,27405.2713554901,29869.8539805446,33579.8594757016,39223.5818748702,39721.0481819946,38577.5582156126,46569.6795060716,53093.6701495192,54451.210333388,55617.6125035777,56007.288209027
Slovak Republic,svk,8696.9132419141,10654.7937072937,11669.4197478063,13139.0321768688,16057.7331439028,18650.3591154107,16512.9819723317,16601.6019729568,18186.026208065,17274.6423040509,18191.612786163,18595.1511139028
Slovenia,svn,14880.4715401788,17260.9015138173,18169.1809082287,19726.1264959149,23841.3179190744,27501.8102703687,24633.7978523083,23438.8674661771,24983.6941994393,22486.4716702747,23150.3179893477,24020.6728561283
Small states,sst,5311.9081707768,6299.2664838513,7386.6241319771,8418.5962086985,9893.3573405904,11674.255579556,9794.875548276,11045.0474431095,13136.5952365424,13474.1111786752,13754.3614478983,13896.9231709615
Solomon Islands,slb,745.4615324076,819.3060362273,881.9616183924,950.0524925257,1048.7714859722,1208.346795399,1161.2348171668,1276.3487251831,1648.8452866859,1866.7079688233,1890.0009028027,2021.3592140392
South Africa,zaf,3775.6071783007,4863.5198124621,5414.6354919793,5631.7064973809,6125.0370054794,5786.599931549,5888.6017943675,7362.7613898648,8049.9542237674,7548.4397497501,6895.1438598339,6488.0168752508
South Asia,sas,542.7072761085,618.807803259,697.5542320701,785.0117450835,954.9913990103,957.8377513085,1037.31324752,1253.6595215379,1375.1266140912,1372.6664814129,1391.4197470159,1501.6829146816
South Asia (IDA & IBRD),tsa,542.7072761085,618.807803259,697.5542320701,785.0117450835,954.9913990103,957.8377513085,1037.31324752,1253.6595215379,1375.1266140912,1372.6664814129,1391.4197470159,1501.6829146816
Spain,esp,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35578.736189717,32333.4661042498,30737.8322708385,31832.2380807085,28562.2932404629,29210.0934234591,29600.4722482852
Sri Lanka,lka,989.4547732126,1074.6060922248,1259.8075907972,1448.7610104811,1644.8163723216,2054.4891915896,2106.6815841113,2819.5111605615,3220.9926148951,3350.5213749528,3610.28937355,3852.7420664187
St. Kitts and Nevis,kna,9719.1515133439,10349.2253611616,11053.7447437466,12767.8951383034,13355.9592089861,14462.6965642173,13983.972603034,13466.8278264511,14212.3469369214,13689.8912705809,14514.7214395479,15429.8592236675
St. Lucia,lca,5007.778906516,5449.3251801189,5723.3448179116,6410.2001629439,6761.9941653595,6872.4754662785,6740.7354556548,7000.6415825229,7143.2294474999,7180.1393521334,7229.9288839318,7548.196954067
St. Vincent and the Grenadines,vct,4446.5944616378,4808.038752716,5064.2182150334,5608.2041383213,6220.347088278,6370.4378862442,6177.4974278658,6231.7132255385,6183.6768221199,6337.7699593973,6596.788973887,6656.1157170338
Sub-Saharan Africa,ssf,648.2952006097,785.2806671706,899.0990919702,1022.4858209486,1157.7383614274,1286.5518707024,1197.8394429354,1556.6295858821,1705.0917810915,1740.1370655789,1783.9136263225,1817.1214892049
Sub-Saharan Africa (excluding high income),ssa,647.3873577784,784.2309780919,897.9855477208,1021.2931811657,1156.5731918418,1285.5180269651,1196.9658556203,1555.6797370552,1704.0712100253,1739.0746985575,1782.5944661589,1815.8314243944
Sub-Saharan Africa (IDA & IBRD countries),tss,648.2952006097,785.2806671706,899.0990919702,1022.4858209486,1157.7383614274,1286.5518707024,1197.8394429354,1556.6295858821,1705.0917810915,1740.1370655789,1783.9136263225,1817.1214892049
Sudan,sdn,466.0338721684,550.7465691074,661.6262771384,868.3227750224,1081.1593205797,1248.3552690617,1183.206774887,1421.5329424295,1596.4452095571,1806.4507965889,1871.1089791099,2087.7005435549
Suriname,sur,2606.8277245584,3033.0188885727,3645.8505092498,5295.6236481658,5862.0509745583,6973.0982392593,7561.4507007808,8430.9059650623,8448.5042608346,9422.2709943523,9618.3505312758,9680.1159136737
Swaziland,swz,1995.0912925504,2522.8601952305,2812.5887845046,2843.8718832224,2962.8886465795,2808.7511020857,3046.6266041172,3793.6594644121,4090.8577423903,3952.6563167699,3686.8792826496,3539.9183506374
Sweden,swe,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.4305245885,59593.6847982389,57134.0770682404,60283.24522267,59180.1989776727
Switzerland,che,47960.5649721577,53255.9763084633,54797.5466345741,57348.9278823975,63223.467775151,72119.5608730311,69672.0047147337,74277.1205125567,88002.6095703805,83164.3879543217,84658.8876757562,85814.5885735953
Tajikistan,tjk,237.8931913401,311.4241105857,339.7644428095,407.2536405646,523.9451145583,711.508814699,671.5453596986,744.1842273265,841.2168292197,962.4408177268,1048.6669059969,1113.3663544672
Tanzania,tza,325.5507737197,348.0523712928,446.1578939985,475.9087651134,533.1723966894,657.7287433576,665.3440028681,708.5219323254,740.3839008298,827.5288807691,909.3301412394,957.9345343305
Thailand,tha,2349.3845256654,2643.4789348754,2874.3862741776,3351.117632864,3962.7504988544,4384.7826751575,4231.1403677813,5111.9092022292,5539.494368104,5915.2211466869,6225.0522831539,5969.9401158379
Timor-Leste,tls,487.394976066,484.0884489848,496.211711607,459.1482057024,547.3764608538,673.1883811953,793.7978186398,892.0446268264,1065.3283865472,1173.2403209942,1161.7662034065,1208.7855118546
Togo,tgo,316.7920686669,356.8308035157,379.1809289005,384.2885556203,428.401561824,522.6250070104,508.5405257239,496.4824942028,572.0257032225,573.2074765122,588.9875460788,630.0460613959
Tonga,ton,2033.443788568,2288.4103405504,2599.4579877197,2897.7088976134,2937.7116040406,3398.8839146536,3076.4290568421,3554.0754553997,4052.1873131528,4509.3623397422,4274.2268237073,4200.1320448227
Trinidad and Tobago,tto,8804.5186659639,10290.5191436384,12323.1365555341,14095.9958173282,16530.1804420146,21188.118565877,14508.8137365799,16684.0085959244,19053.9421222077,19152.1814885574,19607.9491791503,19325.3855038908
Tunisia,tun,2762.024824899,3112.8853693529,3194.5638236611,3371.6114539587,3777.9530498026,4309.7803733697,4129.828184464,4140.4385670816,4257.9403329018,4139.5381097146,4202.8702994309,4276.9603993409
Turkey,tur,4586.8112031587,5855.5386598391,7117.2332413219,7727.2724045373,9309.2891722681,10382.145324304,8624.1721864689,10111.1925071277,10538.7234931882,10539.3654471072,10800.5423536698,10303.6987055756
Turkmenistan,tkm,1286.0142612496,1455.9360495076,1706.9567263925,2140.4554721672,2606.74197588,3918.9349267872,4059.9615110208,4479.0123541846,5724.5371023111,6797.7211660283,7480.3216777369,8199.0093832226
Tuvalu,tuv,1901.0509425927,2232.5245290887,2252.8470077065,2353.3560877295,2768.3709573206,3094.628091723,2763.1603053785,3238.3757627391,3993.5002543023,4044.1937802249,3880.3523216754,3766.2680604954
Uganda,uga,241.6948011189,292.8430150351,321.4357613738,342.8372639836,409.8703260132,459.1097759001,566.3342504515,608.9548660483,597.5159032856,664.0051545773,683.343153158,734.7440153004
Ukraine,ukr,1048.5224879076,1367.3524333363,1828.717625766,2303.0188309318,3068.608997997,3891.0378231821,2545.4803410735,2965.1423654977,3569.7570274048,3855.4212801318,4029.7155037213,3104.6582957545
United Arab Emirates,are,34294.8939976005,37179.6818919642,40298.5242178562,42950.1005841305,42913.7840342254,45720.0178979792,32905.0538494054,34341.9112921486,39901.2209155518,41712.3979484395,42986.6646116366,44238.5997740128
United Kingdom,gbr,34007.8887574143,39824.7618053778,41524.0655354404,44016.7264104656,49949.1548811539,46523.2654539202,38010.1004506576,38708.6762921633,41243.123274868,41538.3072616553,42407.3710146402,46412.1172713997
United States,usa,39677.1983481058,41921.8097617892,44307.9205848603,46437.0671173065,48061.5376613353,48401.4273403899,47001.5553496818,48374.0867933094,49781.8006563523,51433.0470904727,52749.911239512,54539.6655752119
Upper middle income,umc,2179.1862823042,2596.9551693554,3104.6916252343,3668.5826790748,4533.0933906821,5509.6692468937,5263.3688408327,6332.142755471,7525.5770371236,7951.7747711075,8405.0218603912,8571.3278572257
Uruguay,ury,3622.0522842798,4117.3088533301,5220.9573960174,5877.8796076223,7009.6781598367,9062.2905353932,9415.1535827344,11938.2750545308,14166.5576672224,15092.4720593331,16881.3840005323,16737.973100697
Uzbekistan,uzb,396.1299689813,465.119886944,546.7768501856,654.2838372833,830.4076942043,1082.286025017,1213.2653281639,1377.0821404694,1564.9669451088,1740.4682979775,1907.5512333556,2036.6917234305
Vanuatu,vut,1580.5106680247,1787.9382648014,1886.388309665,2047.0882852007,2393.3346212201,2698.0212401243,2643.4757853431,2965.7522301167,3275.0239820367,3158.4209735273,3167.0553033047,3147.9637788925
"Venezuela, RB",ven,3233.895666079,4273.4406877617,5435.742202712,6740.2367785867,8325.2087554433,11224.6467026883,11534.8406001136,13581.3533771018,10754.5928790654,12771.5950361107,12265.03113567,12265.03113567
Vietnam,vnm,530.8618505058,606.904378262,699.4997775063,796.6715737745,919.2092655681,1164.6125246171,1232.3696735953,1333.5835239668,1542.6704361015,1754.5479738641,1907.5643816797,2052.3190838009
Virgin Islands (U.S.),vir,31947.0786880696,35192.2186197314,41154.0565346782,41819.870009285,44711.0953892556,39685.8746299876,39388.2313250302,40831.1140805706,40072.2226423656,38898.1239610544,35937.634264873,34789.2867428242
West Bank and Gaza,pse,1257.6985700969,1337.5657243067,1455.1878778656,1441.4617017851,1575.5634016661,1855.4570204588,1963.2015186572,2338.719876823,2663.5370221209,2787.1697405926,2992.2009945543,2960.7780014493
World,wld,6117.9266517769,6804.1935997373,7274.8557290103,7779.9923868198,8650.814982436,9372.2905035185,8776.6700021252,9510.8864394856,10445.0773625211,10533.8489019565,10701.7064296859,10835.9307270687
"Yemen, Rep.",yem,607.9158042676,696.0549606969,817.0822744354,904.6054470299,997.9453803967,1205.5375275972,1094.7994554141,1310.0536713599,1350.3816340536,1422.7237791203,1582.8492522574,1650.974597113
Zambia,zmb,429.0072778945,530.5535840727,691.8094585867,1030.3153597256,1103.4865771188,1365.7212052255,1134.7729978295,1456.1268257459,1635.5879537392,1724.7645482889,1839.5187094043,1726.992844057
Zimbabwe,zwe,448.3731926995,451.171588554,443.2401359845,414.6801151315,397.9568722581,327.1990836623,594.4959684781,674.2686954112,768.5564093024,850.8276966049,905.5003217862,931.1981846869
